Annual,AMean,AMedian,APct10,APct25,APct75,APct90,computerizationprob,EmpPrse,Hourly,HMean,HMedian,HPct10,HPct25,HPct75,HPct90,MeanPrse,NumberofRecords,OccCode,OccGroup,occtitle,occupation,soc10,TotEmp
,20590,19230,16890,18040,22040,"26,780",0.96,2.1,,9.9,9.24,8.12,8.67,10.59,12.88,0.4,1,35-3022,detailed,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Counter Attendants,35-3022,486650
,23020,19250,16810,17920,24220,"35,640",0.94,0.5,,11.07,9.25,8.08,8.62,11.65,17.14,0.4,1,35-3031,detailed,Waiters and Waitresses,Waiters and Waitresses,35-3031,2505630
,23010,20420,17030,18360,24960,"32,920",0.86,1.4,,11.06,9.82,8.19,8.83,12,15.83,0.4,1,35-3041,detailed,"Food Servers, Nonrestaurant",Food Servers,35-3041,257070
,21400,19280,16950,18140,22560,"29,210",0.91,1.4,,10.29,9.27,8.15,8.72,10.85,14.04,0.4,1,35-9011,detailed,Dining Room and Cafeteria Attendants and Bartender Helpers,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,412830
,20360,19340,16920,18160,22080,"24,630",0.77,0.9,,9.79,9.3,8.14,8.73,10.61,11.84,0.3,1,35-9021,detailed,Dishwashers,Dishwashers,35-9021,505000
,20530,19180,16710,17840,22210,"27,180",0.97,1.1,,9.87,9.22,8.03,8.58,10.68,13.07,0.3,1,35-9031,detailed,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Hosts and Hostesses,35-9031,391150
,40060,37050,22740,28350,48580,"62,080",0.94,1.1,,19.26,17.81,10.93,13.63,23.35,29.85,0.5,1,37-1011,detailed,First-Line Supervisors of Housekeeping and Janitorial Workers,First-Line Supervisors of Housekeeping and Janitorial Workers ,37-1011,166920
,46900,43980,27150,33920,57150,"72,390",0.57,1.6,,22.55,21.15,13.05,16.31,27.48,34.8,0.6,1,37-1012,detailed,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",First-Line Supervisors of Landscaping,37-1012,103450
,26180,23440,17550,19270,30610,"39,320",0.66,0.5,,12.59,11.27,8.44,9.26,14.72,18.91,0.3,1,37-2011,detailed,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Janitors and Cleaners,37-2011,2146880
,22990,20740,17020,18450,25100,"33,380",0.69,0.8,,11.05,9.97,8.18,8.87,12.07,16.05,0.4,1,37-2012,detailed,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,37-2012,926240
,34080,32160,21270,26210,39670,"49,600",0.66,1.8,,16.39,15.46,10.23,12.6,19.07,23.85,0.8,1,37-2021,detailed,Pest Control Workers,Pest Control Workers,37-2021,70250
,27460,25030,18460,20820,31370,"39,520",0.95,0.6,,13.2,12.03,8.87,10.01,15.08,19,0.3,1,37-3011,detailed,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,37-3011,895600
,34570,32540,22720,26990,39060,"48,860",0.97,4.7,,16.62,15.64,10.93,12.97,18.78,23.49,1.1,1,37-3012,detailed,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Pesticide Handlers,37-3012,24200
,36030,33500,21660,26790,44070,"55,700",0.77,5.7,,17.32,16.1,10.41,12.88,21.19,26.78,1.4,1,37-3013,detailed,Tree Trimmers and Pruners,Tree Trimmers and Pruners,37-3013,40160
,50130,49730,28870,38520,60430,"73,120",0.28,2.8,,24.1,23.91,13.88,18.52,29.05,35.15,1.2,1,39-1011,detailed,Gaming Supervisors,Gaming Supervisors,39-1011,22640
,37550,35680,20580,25680,46690,"58,900",0.54,3.5,,18.05,17.16,9.89,12.35,22.45,28.32,1.2,1,39-1012,detailed,Slot Supervisors,Slot Supervisors,39-1012,7700
,38670,35710,22230,27650,46630,"59,840",0.076,0.9,,18.59,17.17,10.69,13.29,22.42,28.77,0.4,1,39-1021,detailed,First-Line Supervisors of Personal Service Workers,First-Line Supervisors of Personal Service Workers,39-1021,177700
,33600,26610,18160,20640,40010,"57,170",0.1,4,,16.15,12.8,8.73,9.92,19.24,27.49,2.3,1,39-2011,detailed,Animal Trainers,Animal Trainers,39-2011,11720
,23630,21010,17160,18580,25930,"34,780",0.82,1.4,,11.36,10.1,8.25,8.93,12.47,16.72,0.5,1,39-2021,detailed,Nonfarm Animal Caretakers,Non-farm Animal Caretakers,39-2021,174060
,21810,19000,16440,17580,20810,"34,780",0.96,2.9,,10.49,9.14,7.9,8.45,10.01,16.72,1.2,1,39-3011,detailed,Gaming Dealers,Gaming Dealers ,39-3011,94900
,26170,22700,17200,18820,30650,"42,640",0.91,6.4,,12.58,10.91,8.27,9.05,14.73,20.5,1.9,1,39-3012,detailed,Gaming and Sports Book Writers and Runners,Gaming and Sports Book Writers and Runners,39-3012,12370
,24540,21490,17360,18800,27280,"35,780",0.97,6.3,,11.8,10.33,8.35,9.04,13.12,17.2,1.9,1,39-3021,detailed,Motion Picture Projectionists,Motion Picture Projectionists,39-3021,5620
,21060,19180,16730,17910,22360,"29,110",0.96,2.3,,10.13,9.22,8.05,8.61,10.75,14,0.7,1,39-3031,detailed,"Ushers, Lobby Attendants, and Ticket Takers",Ushers,39-3031,114000
,21360,19280,16870,18010,22840,"29,130",0.72,1.6,,10.27,9.27,8.11,8.66,10.98,14,0.5,1,39-3091,detailed,Amusement and Recreation Attendants,Amusement and Recreation Attendants,39-3091,273870
,52870,44500,19570,27540,67310,"91,440",0.61,6.4,,25.42,21.4,9.41,13.24,32.36,43.96,4.4,1,39-3092,detailed,Costume Attendants,Costume Attendants,39-3092,6120
,23990,21020,17200,18550,27680,"36,180",0.43,3.8,,11.53,10.11,8.27,8.92,13.31,17.39,1.5,1,39-3093,detailed,"Locker Room, Coatroom, and Dressing Room Attendants",Locker Room,39-3093,17430
,41490,40410,23550,29850,50810,"61,210",0.54,5.9,,19.95,19.43,11.32,14.35,24.43,29.43,1.9,1,39-4011,detailed,Embalmers,Embalmers,39-4011,3710
,25840,23770,17620,19850,29990,"38,120",0.37,2.5,,12.42,11.43,8.47,9.54,14.42,18.33,0.9,1,39-4021,detailed,Funeral Attendants,Funeral Attendants,39-4021,35290
,29140,24850,17940,19830,35360,"47,410",0.8,10,,14.01,11.95,8.62,9.53,17,22.79,2.8,1,39-5011,detailed,Barbers,Barbers,39-5011,14350
,28770,23660,17620,19150,33170,"47,410",0.11,1.1,,13.83,11.38,8.47,9.21,15.95,22.79,0.7,1,39-5012,detailed,"Hairdressers, Hairstylists, and Cosmetologists",Hairdressers,39-5012,348010
,66560,53230,19420,27750,98210,"122,110",0.01,10.2,,32,25.59,9.34,13.34,47.22,58.71,4.3,1,39-5091,detailed,"Makeup Artists, Theatrical and Performance",Makeup Artists,39-5091,3060
,23630,20820,18260,19070,25940,"33,940",0.95,3.7,,11.36,10.01,8.78,9.17,12.47,16.32,1.1,1,39-5092,detailed,Manicurists and Pedicurists,Manicurists and Pedicurists,39-5092,83840
,20350,19290,17170,18240,22010,"24,800",0.79,5.8,,9.78,9.27,8.26,8.77,10.58,11.92,1.3,1,39-5093,detailed,Shampooers,Shampooers,39-5093,15190
,35300,30090,18310,21390,43090,"61,330",0.29,3.5,,16.97,14.47,8.8,10.28,20.72,29.49,1.8,1,39-5094,detailed,Skincare Specialists,Skincare Specialists ,39-5094,40190
,24430,21160,17260,18580,28050,"36,630",0.83,3.7,,11.75,10.17,8.3,8.93,13.48,17.61,1.1,1,39-6011,detailed,Baggage Porters and Bellhops,Baggage Porters and Bellhops,39-6011,46550
,30870,29030,19830,23050,37290,"46,000",0.21,3.2,,14.84,13.96,9.53,11.08,17.93,22.11,1,1,39-6012,detailed,Concierges,Concierges,39-6012,31430
,26920,24100,17790,19430,31590,"39,410",0.91,2.6,,12.94,11.59,8.55,9.34,15.19,18.95,0.9,1,39-7011,detailed,Tour Guides and Escorts,Tour Guides and Escorts,39-7011,35930
,36920,34180,19940,26590,44800,"57,300",0.057,10.7,,17.75,16.43,9.59,12.78,21.54,27.55,2.3,1,39-7012,detailed,Travel Guides,Travel Guides,39-7012,2810
,22310,20320,16900,18290,24730,"30,750",0.084,1.1,,10.72,9.77,8.12,8.79,11.89,14.78,0.4,1,39-9011,detailed,Childcare Workers,Childcare Workers,39-9011,573440
,21790,20980,16910,18580,23960,"28,620",0.74,0.8,,10.48,10.09,8.13,8.93,11.52,13.76,0.3,1,39-9021,detailed,Personal Care Aides,Personal Care Aides,39-9021,1369230
,40970,36160,18690,23280,52940,"70,180",0.085,1.4,,19.7,17.39,8.98,11.19,25.45,33.74,0.8,1,39-9031,detailed,Fitness Trainers and Aerobics Instructors,Fitness Trainers and Aerobics Instructors,39-9031,237760
,26610,23320,17660,19190,30590,"40,880",0.0061,1.1,,12.79,11.21,8.49,9.23,14.71,19.65,0.4,1,39-9032,detailed,Recreation Workers,Recreation Workers,39-9032,336150
,27140,24990,17880,20480,31220,"39,050",0.064,2.1,,13.05,12.01,8.6,9.85,15.01,18.78,0.6,1,39-9041,detailed,Residential Advisors,Residential Advisors,39-9041,102540
,42900,38310,23770,29700,49870,"64,640",0.28,0.4,,20.63,18.42,11.43,14.28,23.98,31.08,0.2,1,41-1011,detailed,First-Line Supervisors of Retail Sales Workers,First-Line Supervisors of Retail Sales Workers ,41-1011,1193850
,84910,72300,36870,51160,103820,"149,290",0.075,0.7,,40.82,34.76,17.73,24.6,49.91,71.77,0.4,1,41-1012,detailed,First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers ,41-1012,247850
,20990,19310,16830,18000,22740,"28,120",0.97,0.4,,10.09,9.28,8.09,8.65,10.93,13.52,0.3,1,41-2011,detailed,Cashiers,Cashiers,41-2011,3478420
,24620,22930,17780,19600,28320,"34,950",0.83,4.8,,11.84,11.03,8.55,9.43,13.61,16.8,0.8,1,41-2012,detailed,Gaming Change Persons and Booth Cashiers,Gaming Change Persons and Booth Cashiers,41-2012,22790
,28210,24440,17860,19530,32810,"44,710",0.97,1,,13.57,11.75,8.59,9.39,15.77,21.5,0.4,1,41-2021,detailed,Counter and Rental Clerks,Counter and Rental Clerks,41-2021,447050
,32750,29650,18800,22400,39490,"51,280",0.98,1.2,,15.74,14.25,9.04,10.77,18.99,24.66,0.5,1,41-2022,detailed,Parts Salespersons,Parts Salespersons,41-2022,238470
,26340,21780,17360,18840,28640,"40,200",0.92,0.3,,12.67,10.47,8.35,9.06,13.77,19.33,0.2,1,41-2031,detailed,Retail Salespersons,Retail Salespersons,41-2031,4612510
,61690,48490,22840,32470,74650,"114,350",0.54,1.8,,29.66,23.31,10.98,15.61,35.89,54.98,1.1,1,41-3011,detailed,Advertising Sales Agents,Advertising Sales Agents,41-3011,149770
,64790,48200,26330,34220,74320,"122,590",0.92,1.3,,31.15,23.17,12.66,16.45,35.73,58.94,0.9,1,41-3021,detailed,Insurance Sales Agents,Insurance Sales Agents,41-3021,386140
,102860,71550,32680,40410,135430,#,0.016,1.2,,49.45,34.4,15.71,19.43,65.11,#,1.4,1,41-3031,detailed,"Securities, Commodities, and Financial Services Sales Agents",Securities,41-3031,319280
,38750,35660,20050,26760,47320,"60,200",0.099,1.8,,18.63,17.15,9.64,12.86,22.75,28.94,1.1,1,41-3041,detailed,Travel Agents,Travel Agents,41-3041,66560
,89170,76190,38570,53360,111500,"153,940",0.25,1.3,,42.87,36.63,18.54,25.65,53.61,74.01,0.6,1,41-4011,detailed,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales Representatives,41-4011,334010
,66790,55730,26830,38340,80620,"118,000",0.85,0.5,,32.11,26.79,12.9,18.43,38.76,56.73,0.3,1,41-4012,detailed,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Representatives,41-4012,1409550
,29720,24940,19080,21300,33760,"47,140",0.51,4.7,,14.29,11.99,9.17,10.24,16.23,22.67,1.5,1,41-9011,detailed,Demonstrators and Product Promoters,Demonstrators and Product Promoters,41-9011,83620
,37240,27530,17050,18780,43290,"54,670",0.98,16.3,,17.91,13.23,8.2,9.03,20.81,26.28,7.4,1,41-9012,detailed,Models,Models,41-9012,4460
,80210,56860,23400,32970,99080,"166,940",0.97,2.8,,38.56,27.34,11.25,15.85,47.63,80.26,2.8,1,41-9021,detailed,Real Estate Brokers,Real Estate Brokers,41-9021,38810
,58410,43370,21780,28980,70520,"110,560",0.86,1.6,,28.08,20.85,10.47,13.93,33.9,53.16,1.5,1,41-9022,detailed,Real Estate Sales Agents,Real Estate Sales Agents,41-9022,151700
,107160,97650,55280,72560,129930,"165,250",0.0041,2.3,,51.52,46.95,26.58,34.89,62.47,79.45,0.9,1,41-9031,detailed,Sales Engineers,Sales Engineers,41-9031,72200
,26470,23530,17730,19460,29910,"38,450",0.99,2.6,,12.73,11.31,8.52,9.35,14.38,18.48,0.7,1,41-9041,detailed,Telemarketers,Telemarketers ,41-9041,226730
,26160,22210,17940,19200,28490,"41,760",0.94,8.9,,12.58,10.68,8.63,9.23,13.7,20.08,2.4,1,41-9091,detailed,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Door-to-Door Sales Workers,41-9091,7510
,56170,52630,31770,40530,67540,"85,320",0.014,0.3,,27.01,25.3,15.27,19.48,32.47,41.02,0.1,1,43-1011,detailed,First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office and Administrative Support Workers ,43-1011,1424450
,28990,27440,19410,22410,33750,"40,610",0.96,1.8,,13.94,13.19,9.33,10.77,16.23,19.53,0.4,1,43-2011,detailed,"Switchboard Operators, Including Answering Service",Switchboard Operators,43-2011,100500
,40820,35880,21860,26830,53240,"63,320",0.97,12.2,,19.62,17.25,10.51,12.9,25.6,30.44,5.6,1,43-2021,detailed,Telephone Operators,Telephone Operators,43-2021,9750
,36600,34440,22920,27730,42780,"53,540",0.95,1.3,,17.6,16.56,11.02,13.33,20.57,25.74,0.4,1,43-3011,detailed,Bill and Account Collectors,Bill and Account Collectors,43-3011,318970
,36300,35050,24570,28890,42200,"50,240",0.96,0.7,,17.45,16.85,11.81,13.89,20.29,24.15,0.2,1,43-3021,detailed,Billing and Posting Clerks,Billing and Posting Clerks,43-3021,491070
,38990,37250,22940,29570,46920,"57,920",0.98,0.4,,18.74,17.91,11.03,14.22,22.56,27.84,0.1,1,43-3031,detailed,"Bookkeeping, Accounting, and Auditing Clerks",Bookkeeping,43-3031,1580220
,27780,25860,19070,21480,32720,"40,800",0.39,5.5,,13.36,12.43,9.17,10.33,15.73,19.61,1,1,43-3041,detailed,Gaming Cage Workers,Gaming Cage Workers,43-3041,17650
,42130,41000,26510,33160,49550,"60,080",0.97,0.7,,20.26,19.71,12.74,15.94,23.82,28.89,0.3,1,43-3051,detailed,Payroll and Timekeeping Clerks,Payroll and Timekeeping Clerks,43-3051,166700
,41010,40600,26110,32720,48450,"56,820",0.98,1.4,,19.72,19.52,12.55,15.73,23.3,27.32,0.4,1,43-3061,detailed,Procurement Clerks,Procurement Clerks,43-3061,71470
,27260,26410,20320,22540,30670,"36,870",0.98,0.6,,13.1,12.7,9.77,10.83,14.74,17.73,0.2,1,43-3071,detailed,Tellers,Tellers,43-3071,498460
,51640,48180,32150,38970,61230,"76,270",0.98,3,,24.83,23.16,15.46,18.74,29.44,36.67,0.7,1,43-4011,detailed,Brokerage Clerks,Brokerage Clerks,43-4011,57490
,36340,35320,24390,28980,42700,"50,320",0.86,4.8,,17.47,16.98,11.73,13.93,20.53,24.19,1.1,1,43-4021,detailed,Correspondence Clerks,Correspondence Clerks,43-4021,7320
,38230,35850,23420,28680,45150,"55,290",0.46,1,,18.38,17.23,11.26,13.79,21.71,26.58,0.7,1,43-4031,detailed,"Court, Municipal, and License Clerks",Court,43-4031,130190
,37920,35280,24280,28510,45350,"57,420",0.97,4.6,,18.23,16.96,11.67,13.71,21.8,27.61,0.9,1,43-4041,detailed,"Credit Authorizers, Checkers, and Clerks",Credit Authorizers,43-4041,41880
,34560,31720,20250,25040,40830,"53,030",0.55,0.5,,16.62,15.25,9.74,12.04,19.63,25.49,0.2,1,43-4051,detailed,Customer Service Representatives,Customer Service Representatives,43-4051,2595990
,43040,43170,29460,34380,51340,"57,700",0.7,1,,20.69,20.75,14.16,16.53,24.68,27.74,0.6,1,43-4061,detailed,"Eligibility Interviewers, Government Programs",Eligibility Interviewers,43-4061,130420
,29900,27850,19080,22090,35500,"45,230",0.97,1.3,,14.38,13.39,9.17,10.62,17.07,21.74,0.4,1,43-4071,detailed,File Clerks,File Clerks,43-4071,140560
,22610,21040,17070,18550,24710,"30,800",0.94,0.8,,10.87,10.11,8.21,8.92,11.88,14.81,0.4,1,43-4081,detailed,"Hotel, Motel, and Resort Desk Clerks",Hotel,43-4081,243210
,32930,31410,20520,25640,38580,"47,730",0.94,1.4,,15.83,15.1,9.86,12.33,18.55,22.95,0.5,1,43-4111,detailed,"Interviewers, Except Eligibility and Loan",Interviewers,43-4111,184050
,26580,24480,17800,19500,31320,"39,110",0.95,1.2,,12.78,11.77,8.56,9.38,15.06,18.8,0.5,1,43-4121,detailed,"Library Assistants, Clerical",Library Assistants,43-4121,100090
,39210,37710,24920,30480,46720,"56,400",0.92,1.7,,18.85,18.13,11.98,14.66,22.46,27.11,0.4,1,43-4131,detailed,Loan Interviewers and Clerks,Loan Interviewers and Clerks,43-4131,216380
,35820,34880,25860,29460,40180,"48,120",0.99,2.2,,17.22,16.77,12.43,14.16,19.32,23.13,0.5,1,43-4141,detailed,New Accounts Clerks,New Accounts Clerks,43-4141,48970
,34080,32330,19950,24930,40950,"50,440",0.98,1.8,,16.38,15.54,9.59,11.99,19.69,24.25,0.5,1,43-4151,detailed,Order Clerks,Order Clerks,43-4151,185890
,39180,38100,25500,31360,46400,"55,160",0.9,0.8,,18.84,18.32,12.26,15.08,22.31,26.52,0.2,1,43-4161,detailed,"Human Resources Assistants, Except Payroll and Timekeeping",Human Resources Assistants,43-4161,138910
,28430,27300,19070,22140,33400,"39,350",0.96,0.5,,13.67,13.12,9.17,10.64,16.06,18.92,0.2,1,43-4171,detailed,Receptionists and Information Clerks,Receptionists and Information Clerks,43-4171,975890
,36780,35170,20870,25290,48130,"56,750",0.61,3.1,,17.68,16.91,10.04,12.16,23.14,27.28,1.2,1,43-4181,detailed,Reservation and Transportation Ticket Agents and Travel Clerks,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,138810
,44470,41870,24460,32140,53180,"66,730",0.99,3.6,,21.38,20.13,11.76,15.45,25.57,32.08,1,1,43-5011,detailed,Cargo and Freight Agents,Cargo and Freight Agents,43-5011,81120
,29130,27280,18880,21670,34580,"43,740",0.94,2.1,,14.01,13.12,9.08,10.42,16.62,21.03,0.8,1,43-5021,detailed,Couriers and Messengers,Couriers and Messengers,43-5021,73180
,40000,38010,24270,29940,48420,"59,770",0.49,1,,19.23,18.27,11.67,14.39,23.28,28.73,0.4,1,43-5031,detailed,"Police, Fire, and Ambulance Dispatchers",Police,43-5031,95630
,40210,37150,22430,28550,48330,"61,780",0.96,1.1,,19.33,17.86,10.78,13.73,23.24,29.7,0.6,1,43-5032,detailed,"Dispatchers, Except Police, Fire, and Ambulance",Dispatchers,43-5032,196940
,40900,38510,22080,28000,51380,"63,910",0.85,1.8,,19.66,18.51,10.62,13.46,24.7,30.73,0.8,1,43-5041,detailed,"Meter Readers, Utilities",Meter Readers,43-5041,34970
,49090,56790,32520,39210,56800,"57,990",0.95,0,,23.6,27.3,15.63,18.85,27.31,27.88,0.3,1,43-5051,detailed,Postal Service Clerks,Postal Service Clerks,43-5051,78660
,51130,58280,32630,39710,59290,"60,520",0.68,0,,24.58,28.02,15.69,19.09,28.51,29.09,0.3,1,43-5052,detailed,Postal Service Mail Carriers,Postal Service Mail Carriers ,43-5052,315950
,50650,56740,32510,52510,56800,"56,800",0.79,0,,24.35,27.28,15.63,25.25,27.31,27.31,0.5,1,43-5053,detailed,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Postal Service Mail Sorters,43-5053,109930
,48210,46150,27190,34950,58760,"73,270",0.88,0.8,,23.18,22.19,13.07,16.8,28.25,35.23,0.3,1,43-5061,detailed,"Production, Planning, and Expediting Clerks",Production,43-5061,309110
,32350,30450,20230,24500,38270,"47,610",0.98,0.7,,15.55,14.64,9.73,11.78,18.4,22.89,0.2,1,43-5071,detailed,"Shipping, Receiving, and Traffic Clerks",Shipping,43-5071,674820
,25940,23220,17720,19320,30110,"38,850",0.64,0.5,,12.47,11.17,8.52,9.29,14.48,18.68,0.2,1,43-5081,detailed,Stock Clerks and Order Fillers,Stock Clerks and Order Fillers,43-5081,1934060
,30980,28690,19150,22250,37110,"47,160",0.95,1.8,,14.89,13.8,9.21,10.7,17.84,22.67,0.5,1,43-5111,detailed,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Weighers,43-5111,69360
,55460,53370,33830,42100,66940,"79,500",0.86,0.5,,26.66,25.66,16.26,20.24,32.18,38.22,0.2,1,43-6011,detailed,Executive Secretaries and Executive Administrative Assistants,Executive Secretaries and Executive Administrative Assistants,43-6011,666490
,46470,43200,26760,33150,57740,"72,890",0.98,1.5,,22.34,20.77,12.86,15.94,27.76,35.05,0.6,1,43-6012,detailed,Legal Secretaries,Legal Secretaries,43-6012,202660
,34330,33040,22610,27070,39540,"48,670",0.81,0.8,,16.5,15.89,10.87,13.01,19.01,23.4,0.3,1,43-6013,detailed,Medical Secretaries,Medical Secretaries,43-6013,530360
,35200,33910,20870,26630,42690,"51,520",0.96,0.3,,16.92,16.31,10.03,12.8,20.52,24.77,0.2,1,43-6014,detailed,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Secretaries and Administrative Assistants,43-6014,2281120
,42140,40420,23020,30280,53300,"61,520",0.78,1.9,,20.26,19.43,11.07,14.56,25.63,29.58,0.7,1,43-9011,detailed,Computer Operators,Computer Operators,43-9011,51510
,30810,29460,20030,23950,36320,"44,140",0.99,1.2,,14.81,14.16,9.63,11.51,17.46,21.22,0.3,1,43-9021,detailed,Data Entry Keyers,Data Entry Keyers,43-9021,199240
,38710,37610,25290,31040,45530,"53,760",0.81,1.5,,18.61,18.08,12.16,14.92,21.89,25.85,1.4,1,43-9022,detailed,Word Processors and Typists,Word Processors and Typists,43-9022,68660
,43900,39840,23150,30990,53950,"68,670",0.16,4.4,,21.1,19.15,11.13,14.9,25.94,33.01,2.1,1,43-9031,detailed,Desktop Publishers,Desktop Publishers,43-9031,13240
,39560,37530,25830,30630,46650,"57,400",0.98,2,,19.02,18.04,12.42,14.72,22.43,27.6,0.5,1,43-9041,detailed,Insurance Claims and Policy Processing Clerks,Insurance Claims and Policy Processing Clerks,43-9041,262910
,29930,28570,18720,22220,36200,"44,150",0.94,1.9,,14.39,13.74,9,10.68,17.41,21.23,0.6,1,43-9051,detailed,"Mail Clerks and Mail Machine Operators, Except Postal Service",Mail Clerks and Mail Machine Operators,43-9051,95640
,31890,29580,18840,22540,38250,"48,540",0.96,0.5,,15.33,14.22,9.06,10.83,18.39,23.34,0.2,1,43-9061,detailed,"Office Clerks, General",Office Clerks,43-9061,2944420
,30980,29010,19340,23020,37170,"46,500",0.92,2.6,,14.9,13.95,9.3,11.07,17.87,22.36,0.5,1,43-9071,detailed,"Office Machine Operators, Except Computer",Office Machine Operators,43-9071,63290
,37690,35630,20530,26850,47050,"57,880",0.84,4.4,,18.12,17.13,9.87,12.91,22.62,27.83,1.1,1,43-9081,detailed,Proofreaders and Copy Markers,Proofreaders and Copy Markers,43-9081,10810
,44220,42700,24590,32300,54580,"64,730",0.66,3.1,,21.26,20.53,11.82,15.53,26.24,31.12,0.9,1,43-9111,detailed,Statistical Assistants,Statistical Assistants,43-9111,13510
,48290,45340,26190,32880,59170,"75,560",0.57,2.4,,23.22,21.8,12.59,15.81,28.45,36.33,0.9,1,45-1011,detailed,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",First-Line Supervisors of Farming,45-1011,19060
,43810,43380,26440,32190,51430,"62,930",0.94,3,,21.06,20.86,12.71,15.48,24.73,30.26,0.6,1,45-2011,detailed,Agricultural Inspectors,Agricultural Inspectors,45-2011,14670
,44650,39380,20430,28350,58710,"75,210",0.95,11.7,,21.47,18.93,9.82,13.63,28.23,36.16,6,1,45-2021,detailed,Animal Breeders,Animal Breeders,45-2021,1030
,23260,21100,18040,19230,25260,"32,000",0.41,3.6,,11.18,10.14,8.67,9.25,12.15,15.38,0.8,1,45-2041,detailed,"Graders and Sorters, Agricultural Products",Graders and Sorters,45-2041,35290
,23260,20080,18560,19160,24680,"33,000",0.87,1.5,,11.18,9.65,8.92,9.21,11.86,15.86,0.5,1,45-2090,broad,Miscellaneous Agricultural Workers,Miscellaneous Agricultural Workers,45-2090,337920
,29970,27340,18760,21550,35150,"46,390",0.83,14,,14.41,13.14,9.02,10.36,16.9,22.3,5.4,1,45-3011,detailed,Fishers and Related Fishing Workers,Fishers and Related Fishing Workers,45-3011,540
,29860,26190,18870,19600,36610,"46,660",0.87,4.1,,14.36,12.59,9.07,9.42,17.6,22.43,1.5,1,45-4011,detailed,Forest and Conservation Workers,Forest and Conservation Workers,45-4011,6870
,41750,36400,22150,28190,52920,"69,920",0.76,10.6,,20.07,17.5,10.65,13.55,25.44,33.62,3.1,1,45-4021,detailed,Fallers,Fallers,45-4021,5840
,36930,36290,22720,28820,44570,"50,860",0.79,2.7,,17.76,17.45,10.92,13.86,21.43,24.45,1,1,45-4022,detailed,Logging Equipment Operators,Logging Equipment Operators,45-4022,27290
,37420,36110,23940,28990,44690,"53,240",0.97,6.4,,17.99,17.36,11.51,13.94,21.48,25.6,1.6,1,45-4023,detailed,Log Graders and Scalers,Log Graders and Scalers,45-4023,2740
,66820,62070,39000,48920,80080,"101,040",0.17,0.6,,32.13,29.84,18.75,23.52,38.5,48.58,0.2,1,47-1011,detailed,First-Line Supervisors of Construction Trades and Extraction Workers,First-Line Supervisors of Construction Trades and Extraction Workers ,47-1011,517560
,60660,60120,36810,47800,74250,"86,290",0.68,5,,29.16,28.9,17.7,22.98,35.7,41.49,1.2,1,47-2011,detailed,Boilermakers,Boilermakers,47-2011,16350
,51750,47950,29800,36860,62540,"80,800",0.82,2.5,,24.88,23.05,14.33,17.72,30.07,38.85,1,1,47-2021,detailed,Brickmasons and Blockmasons,Brickmasons and Blockmasons,47-2021,61360
,42970,38630,22350,28800,52060,"68,970",0.89,8.1,,20.66,18.57,10.74,13.85,25.03,33.16,2.6,1,47-2022,detailed,Stonemasons,Stonemasons,47-2022,13210
,46780,42090,26220,32810,56970,"76,750",0.72,0.8,,22.49,20.24,12.61,15.78,27.39,36.9,0.4,1,47-2031,detailed,Carpenters,Carpenters,47-2031,639190
,43210,37220,21020,26850,54010,"77,700",0.87,5.1,,20.77,17.89,10.11,12.91,25.96,37.36,2.5,1,47-2041,detailed,Carpet Installers,Carpet Installers,47-2041,25810
,42520,37030,23190,29240,50860,"72,130",0.79,7,,20.44,17.8,11.15,14.06,24.45,34.68,2.7,1,47-2042,detailed,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Floor Layers,47-2042,9830
,38160,36930,21420,27750,47530,"57,730",0.87,9.8,,18.35,17.76,10.3,13.34,22.85,27.75,3,1,47-2043,detailed,Floor Sanders and Finishers,Floor Sanders and Finishers,47-2043,4700
,44010,39400,23890,30880,53600,"71,950",0.75,3.6,,21.16,18.94,11.49,14.85,25.77,34.59,1.8,1,47-2044,detailed,Tile and Marble Setters,Tile and Marble Setters,47-2044,34940
,42080,37740,25550,30660,49770,"65,160",0.94,1.6,,20.23,18.14,12.28,14.74,23.93,31.33,0.6,1,47-2051,detailed,Cement Masons and Concrete Finishers,Cement Masons and Concrete Finishers ,47-2051,163360
