Annual,AMean,AMedian,APct10,APct25,APct75,APct90,computerizationprob,EmpPrse,Hourly,HMean,HMedian,HPct10,HPct25,HPct75,HPct90,MeanPrse,NumberofRecords,OccCode,OccGroup,occtitle,occupation,soc10,TotEmp
,185850,175110,68600,111040,,#,0.015,0.7,,89.35,84.19,32.98,53.38,#,#,0.4,1,11-1011,detailed,Chief Executives,Chief Executives,11-1011,238940
,119460,97730,44190,64750,152270,#,0.16,0.3,,57.44,46.99,21.24,31.13,73.21,#,0.2,1,11-1021,detailed,General and Operations Managers,General and Operations Managers,11-1021,2145140
,95810,62940,28060,40080,111370,#,0.24,4.4,,46.06,30.26,13.49,19.27,53.54,#,5.3,1,13-1011,detailed,"Agents and Business Managers of Artists, Performers, and Athletes",Agents and Business Managers of Artists,13-1011,13230
,62280,56270,31220,41690,75140,"101,180",0.87,3.5,,29.94,27.05,15.01,20.04,36.12,48.65,1.8,1,13-1021,detailed,"Buyers and Purchasing Agents, Farm Products",Buyers and Purchasing Agents,13-1021,12160
,59270,52940,30200,39430,71210,"95,590",0.29,1.6,,28.5,25.45,14.52,18.96,34.23,45.96,0.7,1,13-1022,detailed,"Wholesale and Retail Buyers, Except Farm Products",Wholesale and Retail Buyers,13-1022,111200
,66120,62220,37850,47620,80870,"99,960",0.77,0.6,,31.79,29.91,18.2,22.9,38.88,48.06,0.2,1,13-1023,detailed,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Purchasing Agents,13-1023,291540
,64300,62980,37880,47590,77910,"94,190",0.98,1.3,,30.91,30.28,18.21,22.88,37.46,45.29,0.4,1,13-1031,detailed,"Claims Adjusters, Examiners, and Investigators",Claims Adjusters,13-1031,271600
,65300,64020,42770,52700,76970,"92,550",0.98,5.1,,31.39,30.78,20.56,25.34,37,44.5,0.9,1,13-1032,detailed,"Insurance Appraisers, Auto Damage",Insurance Appraisers,13-1032,15270
,69180,65640,37390,48810,84600,"102,940",0.08,0.6,,33.26,31.56,17.98,23.46,40.67,49.49,0.4,1,13-1041,detailed,Compliance Officers,Compliance Officers,13-1041,257010
,64810,60390,34720,45650,79000,"100,570",0.57,0.8,,31.16,29.03,16.69,21.95,37.98,48.35,0.3,1,13-1051,detailed,Cost Estimators,Cost Estimators ,13-1051,216270
,43920,30910,17870,19950,58330,"88,950",0.97,19.1,,21.11,14.86,8.59,9.59,28.04,42.76,10.3,1,13-1074,detailed,Farm Labor Contractors,Farm Labor Contractors,13-1074,1230
,77470,74260,45830,57890,94200,"115,960",0.012,1.1,,37.25,35.7,22.03,27.83,45.29,55.75,0.3,1,13-1081,detailed,Logisticians,Logisticians,13-1081,133770
,91770,81320,45970,60450,109670,"150,220",0.13,0.9,,44.12,39.1,22.1,29.06,52.73,72.22,0.5,1,13-1111,detailed,Management Analysts,Management Analysts,13-1111,614110
,51200,46840,25680,34510,62110,"82,050",0.037,1.3,,24.62,22.52,12.35,16.59,29.86,39.45,0.9,1,13-1121,detailed,"Meeting, Convention, and Event Planners",Meeting,13-1121,87400
,65100,60850,38370,47480,77640,"98,860",0.47,1.2,,31.3,29.26,18.45,22.83,37.33,47.53,0.4,1,13-1141,detailed,"Compensation, Benefits, and Job Analysis Specialists",Compensation,13-1141,79780
,62460,58210,32170,42420,78180,"99,710",0.014,0.9,,30.03,27.99,15.47,20.4,37.59,47.94,0.3,1,13-1151,detailed,Training and Development Specialists,Training and Development Specialists,13-1151,254060
,70030,62150,33530,44950,87900,"120,460",0.61,0.7,,33.67,29.88,16.12,21.61,42.26,57.91,0.5,1,13-1161,detailed,Market Research Analysts and Marketing Specialists,Market Research Analysts and Marketing Specialists,13-1161,506420
,73480,68170,37460,50670,90580,"115,990",0.23,0.5,,35.33,32.77,18.01,24.36,43.55,55.77,0.3,1,13-1199,detailed,"Business Operations Specialists, All Other",Business Operations Specialists,13-1199,926610
,75280,67190,41400,52090,89520,"118,930",0.94,0.6,,36.19,32.3,19.9,25.04,43.04,57.18,0.3,1,13-2011,detailed,Accountants and Auditors,Accountants and Auditors,13-2011,1226910
,58400,51860,27040,37400,73680,"97,080",0.9,2.5,,28.08,24.93,13,17.98,35.42,46.67,1.2,1,13-2021,detailed,Appraisers and Assessors of Real Estate,Appraisers and Assessors of Real Estate,13-2021,60290
,75150,71590,47550,57950,90570,"108,600",0.94,1.1,,36.13,34.42,22.86,27.86,43.54,52.21,0.6,1,13-2031,detailed,Budget Analysts,Budget Analysts,13-2031,56300
,79720,69680,40250,51750,95260,"134,080",0.98,1.9,,38.33,33.5,19.35,24.88,45.8,64.46,0.9,1,13-2041,detailed,Credit Analysts,Credit Analysts,13-2041,70840
,95320,80310,49450,61650,110390,"160,760",0.23,1.3,,45.83,38.61,23.77,29.64,53.07,77.29,0.9,1,13-2051,detailed,Financial Analysts,Financial Analysts,13-2051,268360
,118050,89160,39300,57190,153320,#,0.58,1.5,,56.76,42.86,18.89,27.49,73.71,#,1,1,13-2052,detailed,Personal Financial Advisors,Personal Financial Advisors,13-2052,197580
,72650,65040,38960,49290,87820,"116,600",0.99,2.1,,34.93,31.27,18.73,23.7,42.22,56.06,0.9,1,13-2053,detailed,Insurance Underwriters,Insurance Underwriters,13-2053,89960
,88310,78010,45540,58490,109310,"149,390",0.17,2.1,,42.46,37.5,21.9,28.12,52.55,71.82,1.3,1,13-2061,detailed,Financial Examiners,Financial Examiners,13-2061,44200
,49310,43840,30320,35610,55340,"74,500",0.04,3.5,,23.7,21.08,14.58,17.12,26.6,35.82,1.1,1,13-2071,detailed,Credit Counselors,Credit Counselors,13-2071,30510
,75170,63430,32870,44740,91810,"130,630",0.98,1.2,,36.14,30.49,15.81,21.51,44.14,62.81,0.5,1,13-2072,detailed,Loan Officers,Loan Officers ,13-2072,303870
,57280,51430,31660,39910,70800,"96,060",0.93,0.3,,27.54,24.73,15.22,19.19,34.04,46.18,0.3,1,13-2081,detailed,"Tax Examiners and Collectors, and Revenue Agents",Tax Examiners and Collectors,13-2081,59640
,44730,36450,19330,24180,57200,"79,460",0.99,3,,21.5,17.53,9.29,11.62,27.5,38.2,1.5,1,13-2082,detailed,Tax Preparers,Tax Preparers,13-2082,72060
,72480,66670,37360,49590,88590,"112,140",0.33,1.3,,34.85,32.05,17.96,23.84,42.59,53.91,0.5,1,13-2099,detailed,"Financial Specialists, All Other",Financial Specialists,13-2099,127250
,115580,110620,64300,86570,139510,"170,610",0.015,3.9,,55.57,53.18,30.91,41.62,67.07,82.02,1.5,1,15-1111,detailed,Computer and Information Research Scientists,Computer and Information Research Scientists,15-1111,25510
,90180,85800,51910,66340,109210,"135,450",0.0065,1.1,,43.36,41.25,24.96,31.89,52.51,65.12,0.4,1,15-1121,detailed,Computer Systems Analysts,Computer Systems Analysts,15-1121,556660
,84360,79530,44450,60250,103570,"130,800",0.48,1.7,,40.56,38.24,21.37,28.97,49.79,62.89,1.4,1,15-1131,detailed,Computer Programmers,Computer Programmers,15-1131,289420
,102160,98260,57340,75160,124400,"153,710",0.042,1.4,,49.12,47.24,27.57,36.14,59.81,73.9,1.1,1,15-1132,detailed,"Software Developers, Applications",Software Developers,15-1132,747730
,108760,105570,64600,82410,131670,"159,850",0.13,1.4,,52.29,50.76,31.06,39.62,63.3,76.85,0.7,1,15-1133,detailed,"Software Developers, Systems Software",Software Developers,15-1133,390750
,84250,81710,45460,60100,106390,"127,080",0.03,1,,40.51,39.29,21.85,28.89,51.15,61.09,0.3,1,15-1141,detailed,Database Administrators,Database Administrators,15-1141,113770
,82200,77810,47460,60360,99510,"124,090",0.03,0.7,,39.52,37.41,22.82,29.02,47.84,59.66,0.3,1,15-1142,detailed,Network and Computer Systems Administrators,Network and Computer Systems Administrators,15-1142,374480
,55980,51470,30560,39140,68630,"90,310",0.65,0.7,,26.92,24.75,14.69,18.82,32.99,43.42,0.3,1,15-1150,broad,Computer Support Specialists,Computer Support Specialists,15-1150,769630
,110560,97070,58290,73010,136130,"180,500",0.21,3.6,,53.15,46.67,28.02,35.1,65.45,86.78,1.3,1,15-2011,detailed,Actuaries,Actuaries,15-2011,19770
,112560,111110,56200,81590,139520,"167,250",0.047,7.9,,54.11,53.42,27.02,39.23,67.08,80.41,2.2,1,15-2021,detailed,Mathematicians,Mathematicians,15-2021,3170
,84180,78630,43520,57310,105090,"132,500",0.035,2.6,,40.47,37.8,20.92,27.55,50.52,63.7,0.8,1,15-2031,detailed,Operations Research Analysts,Operations Research Analysts,15-2031,95860
,84440,80110,44900,59750,104390,"130,630",0.22,1.9,,40.6,38.51,21.59,28.73,50.19,62.8,1.2,1,15-2041,detailed,Statisticians,Statisticians,15-2041,29870
,53630,46600,28390,35150,63230,"87,770",0.99,6.4,,25.79,22.4,13.65,16.9,30.4,42.2,3.2,1,15-2091,detailed,Mathematical Technicians,Mathematical Technicians,15-2091,820
,82850,76100,46080,58870,97760,"125,520",0.018,1.6,,39.83,36.59,22.15,28.3,47,60.34,0.8,1,17-1011,detailed,"Architects, Except Landscape and Naval",Architects,17-1011,93720
,68600,63810,40230,49780,82850,"104,710",0.045,4.9,,32.98,30.68,19.34,23.93,39.83,50.34,1.4,1,17-1012,detailed,Landscape Architects,Landscape Architects,17-1012,19820
,65410,61880,39470,48960,78940,"98,210",0.88,2.7,,31.45,29.75,18.98,23.54,37.95,47.22,0.7,1,17-1021,detailed,Cartographers and Photogrammetrists,Cartographers and Photogrammetrists,17-1021,11970
,61880,58020,32850,43380,77230,"95,800",0.38,1.8,,29.75,27.89,15.79,20.86,37.13,46.06,0.7,1,17-1022,detailed,Surveyors,Surveyors,17-1022,43140
,110570,107830,67850,84040,133460,"158,700",0.017,3.2,,53.16,51.84,32.62,40.41,64.16,76.3,0.7,1,17-2011,detailed,Aerospace Engineers,Aerospace Engineers,17-2011,66980
,78490,75090,47490,59810,94510,"116,830",0.49,6.9,,37.73,36.1,22.83,28.75,45.44,56.17,1.4,1,17-2021,detailed,Agricultural Engineers,Agricultural Engineers,17-2021,2330
,91230,86220,51480,65540,110250,"139,520",0.037,4,,43.86,41.45,24.75,31.51,53,67.08,1.2,1,17-2031,detailed,Biomedical Engineers,Biomedical Engineers,17-2031,20890
,103960,97360,59470,75600,124710,"157,160",0.017,2.7,,49.98,46.81,28.59,36.35,59.96,75.56,0.9,1,17-2041,detailed,Chemical Engineers,Chemical Engineers,17-2041,32230
,87940,82220,52900,64750,104730,"129,850",0.019,1.1,,42.28,39.53,25.43,31.13,50.35,62.43,0.4,1,17-2051,detailed,Civil Engineers,Civil Engineers,17-2051,275210
,114970,111730,65570,86300,141280,"167,100",0.22,4.8,,55.27,53.72,31.52,41.49,67.92,80.34,1.4,1,17-2061,detailed,Computer Hardware Engineers,Computer Hardware Engineers,17-2061,75870
,97340,93010,59240,73220,117930,"146,820",0.1,1.5,,46.8,44.71,28.48,35.2,56.7,70.59,0.4,1,17-2071,detailed,Electrical Engineers,Electrical Engineers,17-2071,178580
,102390,98270,63430,77490,122060,"151,990",0.025,1.8,,49.23,47.24,30.5,37.26,58.68,73.07,0.5,1,17-2072,detailed,"Electronics Engineers, Except Computer",Electronics Engineers,17-2072,135390
,88040,84560,50230,64610,106610,"128,440",0.018,1.9,,42.33,40.65,24.15,31.06,51.26,61.75,0.6,1,17-2081,detailed,Environmental Engineers,Environmental Engineers,17-2081,52600
,87810,84600,49410,64120,108490,"130,770",0.028,1.9,,42.21,40.68,23.76,30.83,52.16,62.87,0.6,1,17-2111,detailed,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Health and Safety Engineers,17-2111,24900
,86990,83470,53300,66680,103680,"126,920",0.029,1.1,,41.82,40.13,25.63,32.06,49.85,61.02,0.4,1,17-2112,detailed,Industrial Engineers,Industrial Engineers,17-2112,247570
,100090,93110,61110,74030,118070,"149,330",0.01,5.8,,48.12,44.76,29.38,35.59,56.77,71.8,2.1,1,17-2121,detailed,Marine Engineers and Naval Architects,Marine Engineers and Naval Architects,17-2121,7600
,94690,91310,53120,69530,118070,"144,720",0.021,3.8,,45.53,43.9,25.54,33.43,56.77,69.57,1.4,1,17-2131,detailed,Materials Engineers,Materials Engineers ,17-2131,27040
,88190,83590,53640,66540,105110,"128,430",0.011,1.3,,42.4,40.19,25.79,31.99,50.53,61.74,0.4,1,17-2141,detailed,Mechanical Engineers,Mechanical Engineers,17-2141,278340
,107880,94040,54180,69780,128010,"180,600",0.14,6.1,,51.87,45.21,26.05,33.55,61.54,86.83,3.9,1,17-2151,detailed,"Mining and Geological Engineers, Including Mining Safety Engineers",Mining and Geological Engineers,17-2151,8000
,106060,102950,66650,82630,122930,"152,220",0.07,5,,50.99,49.49,32.04,39.72,59.1,73.18,1.4,1,17-2161,detailed,Nuclear Engineers,Nuclear Engineers,17-2161,16880
,149590,129990,74880,99390,185050,#,0.16,4.4,,71.92,62.49,36,47.78,88.97,#,1.3,1,17-2171,detailed,Petroleum Engineers,Petroleum Engineers,17-2171,34600
,98150,95900,52010,70960,122840,"150,830",0.014,1.3,,47.19,46.11,25.01,34.11,59.06,72.52,0.5,1,17-2199,detailed,"Engineers, All Other",Engineers,17-2199,125460
,53470,50710,33260,40810,62290,"77,450",0.52,1.7,,25.71,24.38,15.99,19.62,29.95,37.24,0.5,1,17-3011,detailed,Architectural and Civil Drafters,Architectural and Civil Drafters,17-3011,95280
,62890,59520,36140,46360,77020,"95,340",0.81,5,,30.24,28.62,17.38,22.29,37.03,45.84,0.9,1,17-3012,detailed,Electrical and Electronics Drafters,Electrical and Electronics Drafters,17-3012,29200
,56610,53520,34030,42320,68020,"85,860",0.68,1.5,,27.22,25.73,16.36,20.35,32.7,41.28,0.7,1,17-3013,detailed,Mechanical Drafters,Mechanical Drafters ,17-3013,65250
,68620,66180,39560,51660,83740,"99,090",0.48,8.7,,32.99,31.82,19.02,24.84,40.26,47.64,3.5,1,17-3021,detailed,Aerospace Engineering and Operations Technicians,Aerospace Engineering and Operations Technicians,17-3021,12890
,51330,49260,31400,38080,61420,"75,550",0.75,1.4,,24.68,23.68,15.09,18.31,29.53,36.32,0.5,1,17-3022,detailed,Civil Engineering Technicians,Civil Engineering Technicians,17-3022,71440
,61870,61130,36170,46860,74190,"90,570",0.84,2.5,,29.74,29.39,17.39,22.53,35.67,43.54,0.5,1,17-3023,detailed,Electrical and Electronics Engineering Technicians,Electrical and Electronics Engineering Technicians,17-3023,139080
,56320,53340,33580,41600,68870,"84,520",0.81,4.1,,27.08,25.65,16.14,20,33.11,40.64,1.3,1,17-3024,detailed,Electro-Mechanical Technicians,Electro-Mechanical Technicians,17-3024,14720
,51170,48650,29270,36830,61790,"77,590",0.25,3,,24.6,23.39,14.07,17.71,29.71,37.3,1,1,17-3025,detailed,Environmental Engineering Technicians,Environmental Engineering Technicians,17-3025,17360
,56320,53780,33910,42360,67340,"83,000",0.03,2.3,,27.08,25.86,16.3,20.37,32.38,39.91,0.7,1,17-3026,detailed,Industrial Engineering Technicians,Industrial Engineering Technicians,17-3026,62290
,56390,53910,33830,42340,67500,"81,010",0.38,2.6,,27.11,25.92,16.26,20.36,32.45,38.95,0.8,1,17-3027,detailed,Mechanical Engineering Technicians,Mechanical Engineering Technicians,17-3027,48910
,62820,61260,33870,46060,77070,"94,100",0.24,2,,30.2,29.45,16.28,22.14,37.05,45.24,0.8,1,17-3029,detailed,"Engineering Technicians, Except Drafters, All Other",Engineering Technicians,17-3029,70750
,44800,42010,26060,32580,54500,"68,160",0.96,2.9,,21.54,20.2,12.53,15.66,26.2,32.77,0.6,1,17-3031,detailed,Surveying and Mapping Technicians,Surveying and Mapping Technicians,17-3031,53620
,71830,60390,37830,46180,81620,"120,500",0.061,5.4,,34.53,29.03,18.19,22.2,39.24,57.93,3.4,1,19-1011,detailed,Animal Scientists,Animal Scientists,19-1011,2430
,72030,65840,36940,49140,90320,"118,390",0.077,5.7,,34.63,31.65,17.76,23.63,43.42,56.92,1.9,1,19-1012,detailed,Food Scientists and Technologists,Food Scientists and Technologists,19-1012,14660
,65980,60050,35770,45800,77860,"105,390",0.021,4,,31.72,28.87,17.2,22.02,37.43,50.67,1.3,1,19-1013,detailed,Soil and Plant Scientists,Soil and Plant Scientists,19-1013,14610
,93390,82150,44640,58620,115640,"153,810",0.027,4.6,,44.9,39.5,21.46,28.18,55.6,73.95,1.7,1,19-1021,detailed,Biochemists and Biophysicists,Biochemists and Biophysicists,19-1021,30800
,76230,67550,38810,48980,96900,"125,200",0.012,5,,36.65,32.47,18.66,23.55,46.59,60.19,2.4,1,19-1022,detailed,Microbiologists,Microbiologists,19-1022,21210
,64230,59680,39180,47950,75040,"97,390",0.3,3.3,,30.88,28.69,18.84,23.06,36.07,46.82,0.7,1,19-1023,detailed,Zoologists and Wildlife Biologists,Zoologists and Wildlife Biologists ,19-1023,17910
,77190,75150,41740,57160,90140,"112,820",0.015,3.8,,37.11,36.13,20.07,27.48,43.33,54.24,1.1,1,19-1029,detailed,"Biological Scientists, All Other",Biological Scientists,19-1029,32050
,63800,61110,37380,47270,76140,"91,830",0.016,1.7,,30.67,29.38,17.97,22.73,36.61,44.15,0.6,1,19-1031,detailed,Conservation Scientists,Conservation Scientists,19-1031,20200
,60650,58230,38660,47350,70660,"84,980",0.0081,3.9,,29.16,28,18.59,22.76,33.97,40.86,0.9,1,19-1032,detailed,Foresters,Foresters,19-1032,8590
,76900,69450,46130,55790,88050,"114,550",0.2,2.5,,36.97,33.39,22.18,26.82,42.33,55.07,2,1,19-1041,detailed,Epidemiologists,Epidemiologists,19-1041,5460
,93730,82240,44510,57640,116430,"155,180",0.0045,3.3,,45.06,39.54,21.4,27.71,55.98,74.6,1.4,1,19-1042,detailed,"Medical Scientists, Except Epidemiologists",Medical Scientists,19-1042,104440
,110220,104100,52460,68680,147900,"166,320",0.041,6.1,,52.99,50.05,25.22,33.02,71.11,79.96,3.8,1,19-2011,detailed,Astronomers,Astronomers,19-2011,1760
,118500,111580,55610,80670,148020,"185,230",0.1,3.7,,56.97,53.65,26.74,38.79,71.16,89.06,1.4,1,19-2012,detailed,Physicists,Physicists,19-2012,15650
,90210,89820,50630,66200,109500,"132,180",0.67,6.3,,43.37,43.18,24.34,31.83,52.65,63.55,1,1,19-2021,detailed,Atmospheric and Space Scientists,Atmospheric and Space Scientists,19-2021,10370
,77860,71260,41110,52370,97510,"125,450",0.1,1.8,,37.43,34.26,19.77,25.18,46.88,60.31,0.9,1,19-2031,detailed,Chemists,Chemists,19-2031,84720
,94940,91000,47740,66610,119220,"149,310",0.021,4.1,,45.64,43.75,22.95,32.03,57.32,71.79,1.3,1,19-2032,detailed,Materials Scientists,Materials Scientists ,19-2032,6790
,73930,67460,40350,50640,90210,"118,070",0.033,1.5,,35.55,32.43,19.4,24.35,43.37,56.77,0.8,1,19-2041,detailed,"Environmental Scientists and Specialists, Including Health",Environmental Scientists and Specialists,19-2041,87250
,105720,89700,47250,62030,127420,#,0.63,2.9,,50.83,43.13,22.72,29.82,61.26,#,1.7,1,19-2042,detailed,"Geoscientists, Except Hydrologists and Geographers",Geoscientists,19-2042,31800
,83440,79550,50410,62590,99900,"120,370",0.014,3.6,,40.11,38.24,24.24,30.09,48.03,57.87,1.2,1,19-2043,detailed,Hydrologists,Hydrologists,19-2043,6580
,98240,97130,47620,66360,123580,"153,880",0.43,1.8,,47.23,46.7,22.89,31.9,59.41,73.98,2.3,1,19-2099,detailed,"Physical Scientists, All Other",Physical Scientists,19-2099,21130
,109230,99180,52540,70870,134080,"176,960",0.43,4,,52.51,47.68,25.26,34.07,64.46,85.08,1.5,1,19-3011,detailed,Economists,Economists,19-3011,19090
,59340,53920,22300,35960,77210,"99,500",0.23,5.7,,28.53,25.92,10.72,17.29,37.12,47.84,2.5,1,19-3022,detailed,Survey Researchers,Survey Researchers,19-3022,13650
,76040,70580,40920,53190,92800,"116,960",0.0047,1.4,,36.56,33.93,19.68,25.57,44.62,56.23,0.6,1,19-3031,detailed,"Clinical, Counseling, and School Psychologists",Clinical,19-3031,105600
,92320,77350,52270,65940,110740,"158,990",0.012,14.1,,44.38,37.19,25.13,31.7,53.24,76.44,3.5,1,19-3032,detailed,Industrial-Organizational Psychologists,Industrial-Organizational Psychologists,19-3032,990
,93050,94590,42710,70180,108500,"124,720",0.0043,2.3,,44.73,45.47,20.54,33.74,52.16,59.96,2.4,1,19-3039,detailed,"Psychologists, All Other",Psychologists,19-3039,12400
,82100,73760,36200,51380,103300,"145,250",0.059,6.7,,39.47,35.46,17.41,24.7,49.66,69.83,2.9,1,19-3041,detailed,Sociologists,Sociologists,19-3041,2620
,70680,68220,42940,53740,85400,"102,200",0.13,1.6,,33.98,32.8,20.64,25.84,41.06,49.14,0.5,1,19-3051,detailed,Urban and Regional Planners,Urban and Regional Planners,19-3051,35480
,64290,61220,35440,45520,79550,"97,040",0.0077,7.2,,30.91,29.43,17.04,21.88,38.25,46.66,1.3,1,19-3091,detailed,Anthropologists and Archeologists,Anthropologists and Archeologists ,19-3091,6980
,74920,74260,45450,58570,89120,"102,930",0.25,6.3,,36.02,35.7,21.85,28.16,42.85,49.48,1.4,1,19-3092,detailed,Geographers,Geographers,19-3092,1280
,61120,55800,27920,36760,80810,"101,880",0.44,4.4,,29.38,26.83,13.42,17.68,38.85,48.98,2.1,1,19-3093,detailed,Historians,Historians,19-3093,3010
,103210,99730,47210,66670,138870,"162,500",0.039,8.2,,49.62,47.95,22.7,32.05,66.77,78.12,2.6,1,19-3094,detailed,Political Scientists,Political Scientists,19-3094,3910
,80650,76380,45390,59690,97800,"118,080",0.04,2.4,,38.78,36.72,21.82,28.7,47.02,56.77,1,1,19-3099,detailed,"Social Scientists and Related Workers, All Other",Social Scientists and Related Workers,19-3099,34160
,39000,36480,23450,29050,46200,"58,270",0.97,2.8,,18.75,17.54,11.27,13.97,22.21,28.01,0.9,1,19-4011,detailed,Agricultural and Food Science Technicians,Agricultural and Food Science Technicians,19-4011,20260
,45230,41650,26610,32990,54060,"69,180",0.3,2.5,,21.75,20.02,12.8,15.86,25.99,33.26,0.7,1,19-4021,detailed,Biological Technicians,Biological Technicians,19-4021,72900
,48730,44660,27260,34240,59060,"75,230",0.57,1.9,,23.43,21.47,13.11,16.46,28.4,36.17,1.4,1,19-4031,detailed,Chemical Technicians,Chemical Technicians,19-4031,64770
,60710,55610,24840,37930,76580,"98,620",0.91,5.2,,29.19,26.73,11.94,18.23,36.82,47.41,2.5,1,19-4041,detailed,Geological and Petroleum Technicians,Geological and Petroleum Technicians,19-4041,16820
,78850,80260,47730,63830,93160,"103,750",0.85,6.5,,37.91,38.59,22.95,30.69,44.79,49.88,1.7,1,19-4051,detailed,Nuclear Technicians,Nuclear Technicians,19-4051,6500
,45760,42480,20540,32080,55810,"73,280",0.65,2.8,,22,20.42,9.87,15.42,26.83,35.23,1.2,1,19-4061,detailed,Social Science Research Assistants,Social Science Research Assistants,19-4061,28060
,46540,43030,26890,33710,56270,"71,860",0.77,2.5,,22.38,20.69,12.93,16.21,27.05,34.55,0.8,1,19-4091,detailed,"Environmental Science and Protection Technicians, Including Health",Environmental Science and Protection Technicians,19-4091,34250
,60090,56320,34000,42320,74000,"94,410",0.0095,1.8,,28.89,27.08,16.34,20.35,35.58,45.39,1,1,19-4092,detailed,Forensic Science Technicians,Forensic Science Technicians,19-4092,14070
,38260,35430,25430,28550,46170,"54,860",0.42,0.7,,18.4,17.04,12.23,13.73,22.2,26.38,0.2,1,19-4093,detailed,Forest and Conservation Technicians,Forest and Conservation Technicians,19-4093,29810
,48360,45300,25080,33950,59530,"75,970",0.61,2,,23.25,21.78,12.06,16.32,28.62,36.52,1.4,1,19-4099,detailed,"Life, Physical, and Social Science Technicians, All Other",Life,19-4099,72020
,42920,39980,25860,31850,51140,"63,030",0.033,1.7,,20.64,19.22,12.43,15.31,24.59,30.3,0.5,1,21-1011,detailed,Substance Abuse and Behavioral Disorder Counselors,Substance Abuse and Behavioral Disorder Counselors,21-1011,87090
,56490,53660,32280,41120,69680,"87,640",0.0085,0.9,,27.16,25.8,15.52,19.77,33.5,42.14,0.6,1,21-1012,detailed,"Educational, Guidance, School, and Vocational Counselors",Educational,21-1012,253460
,53520,48600,30540,37500,64780,"81,960",0.014,2.8,,25.73,23.37,14.68,18.03,31.14,39.4,1.3,1,21-1013,detailed,Marriage and Family Therapists,Marriage and Family Therapists,21-1013,32070
,45080,41880,26300,32720,54320,"68,790",0.0048,1.4,,21.67,20.13,12.65,15.73,26.11,33.07,0.7,1,21-1014,detailed,Mental Health Counselors,Mental Health Counselors,21-1014,128200
,38040,34390,20950,26550,45580,"60,750",0.0094,1.7,,18.29,16.54,10.07,12.77,21.91,29.21,0.7,1,21-1015,detailed,Rehabilitation Counselors,Rehabilitation Counselors,21-1015,101630
,46610,42350,27690,33790,55410,"73,400",0.028,0.9,,22.41,20.36,13.31,16.24,26.64,35.29,1,1,21-1021,detailed,"Child, Family, and School Social Workers",Child,21-1021,294080
,54020,52380,32190,40690,64060,"77,880",0.0035,1.8,,25.97,25.18,15.48,19.56,30.8,37.44,0.5,1,21-1022,detailed,Healthcare Social Workers,Healthcare Social Workers,21-1022,155590
,47190,42170,26230,32880,55740,"73,330",0.0031,1.5,,22.69,20.28,12.61,15.81,26.8,35.26,1.3,1,21-1023,detailed,Mental Health and Substance Abuse Social Workers,Mental Health and Substance Abuse Social Workers ,21-1023,110070
,56690,51960,30250,38610,71020,"92,950",0.045,1.6,,27.26,24.98,14.54,18.56,34.15,44.69,1.5,1,21-1091,detailed,Health Educators,Health Educators ,21-1091,57570
,54080,49360,32900,38630,65810,"86,140",0.25,0.8,,26,23.73,15.82,18.57,31.64,41.41,0.7,1,21-1092,detailed,Probation Officers and Correctional Treatment Specialists,Probation Officers and Correctional Treatment Specialists ,21-1092,87950
,33190,30830,20120,24390,38930,"49,570",0.13,1,,15.96,14.82,9.68,11.72,18.72,23.83,0.6,1,21-1093,detailed,Social and Human Service Assistants,Social and Human Service Assistants,21-1093,359350
,48150,44250,22380,31850,59320,"77,220",0.0081,2.3,,23.15,21.27,10.76,15.31,28.52,37.12,0.9,1,21-2011,detailed,Clergy,Clergy,21-2011,48250
,45160,38780,19350,26630,56570,"80,880",0.025,3.9,,21.71,18.65,9.3,12.8,27.2,38.88,1.7,1,21-2021,detailed,"Directors, Religious Activities and Education",Directors,21-2021,20280
,136260,115820,55870,76300,174280,#,0.035,0.7,,65.51,55.69,26.86,36.68,83.79,#,0.6,1,23-1011,detailed,Lawyers,Lawyers,23-1011,609930
,59910,50740,31820,40580,70450,"108,730",0.41,1.2,,28.81,24.39,15.3,19.51,33.87,52.27,3.4,1,23-1012,detailed,Judicial Law Clerks,Judicial Law Clerks,23-1012,12660
,93140,90600,40270,61010,120100,"158,700",0.64,0.7,,44.78,43.56,19.36,29.33,57.74,76.3,0.9,1,23-1021,detailed,"Administrative Law Judges, Adjudicators, and Hearing Officers",Administrative Law Judges,23-1021,14590
,69060,58020,32440,41670,83070,"118,090",0.06,5.9,,33.2,27.89,15.6,20.03,39.94,56.78,4.2,1,23-1022,detailed,"Arbitrators, Mediators, and Conciliators",Arbitrators,23-1022,6380
,116100,126930,36720,62800,156440,"186,720",0.4,0.9,,55.82,61.03,17.66,30.19,75.21,89.77,0.8,1,23-1023,detailed,"Judges, Magistrate Judges, and Magistrates",Judges,23-1023,29020
,52390,48810,30670,37880,62590,"79,010",0.94,1.1,,25.19,23.47,14.74,18.21,30.09,37.99,0.5,1,23-2011,detailed,Paralegals and Legal Assistants,Paralegals and Legal Assistants,23-2011,271930
,54720,49500,27180,36840,66930,"90,510",0.5,2.9,,26.31,23.8,13.07,17.71,32.18,43.51,1.6,1,23-2091,detailed,Court Reporters,Court Reporters,23-2091,17670
