year,klemsindid,grossoutputnom,capitalnom,labornom,intermediatenom,grossoutputcon,capitalcon,laborcon,intermediatecon
1986,47,69214.5,18375.3,33739.3,17100.0,189454.3,16067.2,105983.8,29447.2
1987,47,78495.5,16367.2,40582.3,21546.0,198796.8,17086.5,111048.1,35855.6
1988,47,89223.7,19249.5,47588.2,22386.0,217818.9,17928.9,115220.6,35642.5
1989,47,97772.2,21304.3,51317.9,25150.0,225616.9,18616.4,120794.0,38667.3
1990,47,107443.8,23211.4,56252.4,27980.0,231371.9,19629.2,121583.2,41373.4
1991,47,110280.3,23711.8,58099.4,28469.0,225280.3,20650.6,121550.2,40510.8
1992,47,119891.3,27030.0,61492.2,31369.0,233210.5,21426.7,118065.5,43370.5
1993,47,123974.5,26244.6,64380.9,33349.0,231873.4,22055.5,120358.5,45010.9
1994,47,126870.1,26642.3,65283.8,34944.0,230147.1,22354.3,115963.8,46087.5
1995,47,128279.2,26860.1,66648.1,34771.0,225544.4,22680.9,116230.7,44393.2
1996,47,138036.1,29163.3,70014.8,38858.0,234488.4,23344.9,116473.8,48541.6
1997,47,153406.0,25954.4,76173.6,51278.0,249851.9,24701.9,114935.4,62690.1
1998,47,168555.6,28215.1,84101.6,56239.0,262683.3,27224.3,117807.8,67934.6
1999,47,179161.8,30475.1,88737.7,59949.0,272475.6,30569.2,116593.6,71416.3
2000,47,185790.9,31479.1,96029.8,58282.0,272914.8,34020.3,117990.2,67927.7
2001,47,198264.8,34612.6,104156.2,59496.0,279244.4,37467.4,122424.8,68630.0
2002,47,207843.1,37249.3,108211.8,62382.0,283274.5,41376.3,125966.2,71165.2
2003,47,229542.2,32632.1,123789.1,73121.0,303068.3,45474.2,140253.0,81954.0
2004,47,238585.1,38547.8,129625.3,70412.0,300234.2,49274.8,139866.8,77065.0
2005,47,251435.9,40468.2,136526.7,74441.0,301058.8,52893.3,140246.1,79567.5
2006,47,263263.1,45830.7,141239.4,76193.0,300598.3,55425.8,143507.0,79021.2
2007,47,274471.3,54542.1,146749.3,73180.0,296659.2,57209.3,143850.0,74772.7
2008,47,276875.1,75914.5,151376.6,49584.0,284662.4,59165.7,146982.0,49511.2
2009,47,269566.8,60260.2,146832.5,62474.0,269566.8,60260.2,146832.5,62474.0
2010,47,273447.7,54983.7,144606.0,73858.0,264503.4,59455.3,142990.6,72818.9
2011,47,281951.7,57675.2,152432.4,71844.0,263423.8,57486.4,151126.7,70027.5
2012,47,289041.5,60068.3,151229.2,77744.0,263038.4,55698.2,147789.2,74853.2
2013,47,290711.1,58888.9,152340.2,79482.0,257344.7,55548.4,151098.9,75280.6
2014,47,296265.1,62435.3,155228.8,78601.0,253834.4,55924.7,151586.8,73432.8
1947,48,575.2,188.7,43.3,343.1,5632.8,21.7,2944.9,2767.5
1948,48,639.4,203.9,52.9,382.6,5909.0,22.3,2902.3,2910.8
1949,48,658.6,212.2,56.1,390.3,5934.3,23.1,2956.8,2878.8
1950,48,712.8,229.9,65.7,417.2,6251.1,24.7,3078.8,2999.4
1951,48,823.3,272.2,69.6,481.5,6742.2,24.9,3068.1,3196.9
1952,48,901.9,292.9,84.4,524.6,7070.0,25.1,3095.9,3370.2
1953,48,976.0,311.7,101.2,563.1,7390.1,25.6,3199.7,3505.8
1954,48,1025.2,325.7,113.7,585.8,7570.0,26.8,3221.3,3581.2
1955,48,1141.2,371.0,116.0,654.2,8163.3,28.5,3457.4,3876.4
1956,48,1290.1,369.1,166.7,754.3,8829.5,30.2,3736.1,4275.8
1957,48,1442.1,418.5,172.4,851.3,9526.9,30.9,3958.4,4642.0
1958,48,1478.2,400.0,215.4,862.7,9573.9,33.8,4205.0,4628.0
1959,48,1665.4,460.4,233.5,971.5,10474.7,33.8,4387.7,5071.7
1960,48,1756.9,424.3,302.7,1029.9,10810.3,35.1,4697.9,5228.5
1961,48,1920.0,391.1,400.9,1128.0,11656.4,41.5,4889.7,5656.0
1962,48,2110.9,394.2,468.3,1248.4,12438.6,39.4,5152.0,6106.6
1963,48,1977.1,411.5,534.6,1031.0,11562.9,42.4,5332.4,4988.4
1964,48,2174.3,331.3,725.0,1118.0,12344.8,45.5,5580.1,5331.9
1965,48,2351.6,341.5,842.1,1168.0,13021.1,48.0,5818.6,5461.0
1966,48,2957.8,352.8,1006.0,1599.0,15863.3,51.3,6002.3,7256.3
1967,48,2786.4,355.5,1155.9,1275.0,14500.1,55.3,6389.7,5621.7
1968,48,2879.8,349.4,1308.4,1222.0,14190.1,59.2,6847.1,5178.4
1969,48,3561.3,186.3,1717.0,1658.0,16445.8,66.6,7288.4,6682.8
1970,48,4165.7,331.1,1726.6,2108.0,17961.7,73.4,7369.4,8036.9
1971,48,3857.1,656.4,1535.6,1665.0,15581.3,82.8,7422.4,6002.6
1972,48,3905.6,796.4,1689.1,1420.0,15503.5,93.9,8141.1,4993.0
1973,48,4540.2,960.7,1951.5,1628.0,16336.0,106.3,8550.7,5252.8
1974,48,5529.7,384.6,2812.1,2333.0,18825.7,114.0,8800.1,7040.0
1975,48,6779.8,1019.3,2495.6,3265.0,20395.2,118.4,8940.1,8808.9
1976,48,7402.4,1551.8,2550.6,3300.0,20355.9,123.3,9337.9,8323.0
1977,48,7809.9,2351.5,2621.4,2837.0,19786.4,131.2,10061.3,6731.8
1978,48,8979.2,2618.1,3466.1,2895.0,21544.7,148.8,11747.1,6491.5
1979,48,11432.0,3117.4,4328.6,3986.0,25370.0,166.5,14009.8,8441.3
1980,48,13721.0,3603.5,5211.5,4906.0,27931.2,182.3,16483.8,9639.1
1981,48,16401.2,4015.5,6259.7,6126.0,30259.3,199.4,19433.3,11195.6
1982,48,19306.2,5177.0,6520.2,7609.0,32360.1,226.3,22946.9,13408.6
1983,48,20820.8,7298.9,6613.9,6908.0,32683.2,261.5,27849.2,11216.3
1984,48,23746.4,7133.9,8937.5,7675.0,35983.6,319.1,31849.2,12092.7
1985,48,25225.9,7568.1,10770.8,6887.0,37138.5,388.8,35719.1,10509.1
1986,48,27166.9,5878.5,14019.4,7269.0,39749.3,468.6,39850.5,10903.9
1987,48,26330.7,2380.1,19053.6,4897.0,37305.3,716.9,43718.3,7150.9
1988,48,29165.1,3640.1,20672.0,4853.0,39288.7,885.6,46310.2,6851.5
1989,48,33571.5,4667.2,22924.3,5980.0,43367.8,1065.0,50344.7,8239.4
1990,48,37659.6,5887.3,24873.3,6899.0,46852.0,1228.5,52855.1,9264.0
1991,48,40953.4,5805.4,27167.0,7981.0,49320.3,1365.8,57150.9,10448.9
1992,48,44689.5,7893.3,28917.1,7879.0,52090.3,1477.9,61618.1,10104.9
1993,48,50981.0,9169.1,31760.9,10051.0,57871.7,1647.8,67396.8,12752.3
1994,48,58933.8,9760.9,36081.9,13091.0,65193.8,1907.2,71353.2,16384.0
1995,48,72207.8,10093.3,41231.5,20883.0,76987.9,2258.0,81458.5,25702.8
1996,48,91077.7,12764.5,48440.2,29873.0,95667.6,2788.3,91723.8,36437.6
1997,48,120712.1,17528.3,57158.8,46025.0,128769.4,3722.5,101973.7,55370.4
1998,48,151380.6,10532.7,77333.9,63514.0,162995.3,5781.4,116462.2,75642.5
1999,48,182175.4,12813.9,88858.5,80503.0,191692.5,8125.2,126531.0,94547.0
2000,48,205556.5,13407.5,99070.0,93079.0,209106.7,10894.6,137540.0,106862.1
2001,48,203560.9,16946.2,99800.7,86814.0,204960.2,13078.8,138279.0,99019.1
2002,48,193316.4,17046.5,91961.9,84308.0,196427.0,14226.3,124789.9,95191.2
2003,48,191253.8,16936.8,97800.0,76517.0,195791.2,14623.5,123354.4,85338.4
2004,48,194295.9,17921.8,103978.1,72396.0,201111.5,15435.9,126263.2,79012.5
2005,48,207431.6,18945.1,114806.5,73680.0,213930.8,16355.5,132201.8,78751.6
2006,48,220366.9,20696.2,126896.7,72774.0,223796.2,17524.2,140753.5,75608.6
2007,48,247854.7,20339.7,145142.0,82373.0,249195.3,18929.9,151849.8,83948.7
2008,48,269790.3,19742.5,156020.8,94027.0,268198.2,19706.9,160319.3,93165.2
2009,48,264504.7,21120.2,157597.5,85787.0,264504.7,21120.2,157597.5,85787.0
2010,48,288147.5,21016.3,167123.1,100008.0,290040.2,22261.8,160900.0,98687.6
2011,48,309050.2,20426.4,184461.8,104162.0,310150.0,22305.4,170279.5,101571.9
2012,48,328791.1,20863.9,206107.2,101820.0,329320.7,22167.7,178869.1,98444.3
2013,48,335001.8,19158.7,211054.2,104789.0,333313.6,21605.0,189470.5,99817.1
2014,48,347347.4,21268.2,220389.2,105690.0,345977.4,21535.0,198340.9,99348.6
1947,49,3568.5,1486.7,558.2,1523.6,37505.9,1000.6,44424.0,13576.9
1948,49,3964.8,1447.9,811.6,1705.3,39331.4,1095.0,58933.4,14346.2
1949,49,4085.6,1528.4,840.4,1716.9,39553.7,1203.4,59668.2,13903.9
1950,49,4425.2,1687.9,927.0,1810.3,41718.7,1349.7,62292.9,14289.2
1951,49,5104.3,1934.6,1079.3,2090.4,44921.3,1508.2,63865.4,15203.7
1952,49,5597.0,2098.6,1228.5,2270.0,47180.6,1629.1,65031.6,16056.7
1953,49,6059.0,2253.8,1389.6,2415.6,49357.2,1761.0,67510.1,16630.5
1954,49,6365.2,2387.0,1505.4,2472.8,50623.6,1901.5,68413.2,16739.6
1955,49,7073.4,2649.7,1666.5,2757.2,54507.6,2065.4,74695.2,18092.3
1956,49,7994.4,2833.6,1970.3,3190.5,58942.1,2235.6,81121.7,20073.2
1957,49,8937.5,3110.3,2224.7,3602.5,63618.2,2388.1,85733.7,21860.9
1958,49,9164.3,3188.0,2386.8,3589.5,64001.2,2546.2,90544.7,21330.1
1959,49,10316.3,3501.7,2752.9,4061.7,69970.9,2679.9,95873.1,23595.2
1960,49,10884.8,3460.8,3110.4,4313.6,72248.1,2812.7,101531.9,24552.2
1961,49,11947.8,3771.0,3447.5,4729.3,78506.9,2964.3,103974.9,26678.0
1962,49,13135.7,3979.3,3885.1,5271.3,84920.8,3131.3,106213.9,29384.3
1963,49,14790.3,4153.3,4159.0,6478.0,95930.4,3345.6,106288.6,35998.9
1964,49,16231.8,4505.8,4715.9,7010.0,103569.9,3573.4,107531.0,38400.4
1965,49,17815.3,4966.1,5288.1,7561.0,111688.7,3821.0,115080.1,40729.4
1966,49,20282.1,5690.9,6114.2,8477.0,123918.2,4067.0,120008.8,44480.0
1967,49,22083.0,6232.0,6840.9,9010.0,131843.0,4394.4,124036.4,46072.8
1968,49,24136.3,6597.9,7610.5,9928.0,140959.3,4735.7,132892.0,49087.8
1969,49,26772.5,6928.7,8975.8,10868.0,150550.2,5088.2,142309.3,51551.1
1970,49,28587.4,7464.5,9717.9,11405.0,153610.3,5470.8,141500.2,51678.8
1971,49,30878.5,8453.0,10151.5,12274.0,158596.0,5872.9,145158.2,53351.3
1972,49,34748.3,9814.8,11204.5,13729.0,171301.3,6321.5,155527.1,57801.4
1973,49,39109.3,11420.1,12870.2,14819.0,181701.2,6830.1,163980.5,58756.6
1974,49,42065.3,12178.8,14620.4,15266.0,180289.1,7328.1,168993.2,55275.5
1975,49,45726.1,14169.6,15591.5,15965.0,176894.7,7689.7,173300.8,52794.3
1976,49,50475.0,15696.9,17692.0,17086.0,183302.8,8040.2,182896.3,53164.5
1977,49,57542.7,18519.4,20464.4,18559.0,196749.1,8550.4,195694.8,54226.4
1978,49,67652.9,20256.3,25364.6,22032.0,218613.0,9215.8,212637.3,60751.1
1979,49,80413.9,23112.6,30842.4,26459.0,241267.1,9988.2,227023.6,68056.5
1980,49,93542.1,27569.4,36215.8,29757.0,256000.3,10736.0,233019.3,69771.9
1981,49,109570.5,30869.9,42453.6,36247.0,274130.7,11393.5,242310.1,78255.1
1982,49,119850.7,31819.6,47393.0,40638.0,276400.8,12226.3,247676.2,83471.3
1983,49,136520.5,34967.6,54429.9,47123.0,296744.8,12909.6,259333.7,90607.2
1984,49,157778.9,35676.7,66403.3,55699.0,327831.9,14169.3,269713.5,103201.7
1985,49,180634.3,39493.8,76733.5,64407.0,362657.9,15521.1,275549.8,115459.9
1986,49,199746.8,41730.3,86664.5,71352.0,390722.1,17132.8,284984.7,125071.4
1987,49,223252.8,42073.1,99745.7,81434.0,418760.0,19135.5,299174.5,138028.4
1988,49,254046.0,47585.4,114949.6,91511.0,456555.0,21243.2,316344.8,148919.5
1989,49,285745.3,54463.7,129499.5,101782.0,497517.7,23521.3,340760.7,160372.5
1990,49,310577.0,60068.2,144442.8,106066.0,522121.7,25728.1,357228.1,161263.1
1991,49,316263.2,58782.0,147379.2,110102.0,512562.5,27764.7,360080.0,161926.6
1992,49,335883.8,63799.4,158607.4,113477.0,528203.2,30153.8,343924.8,162381.4
1993,49,351449.7,67918.4,166862.3,116669.0,539516.0,32526.8,352077.5,163276.2
1994,49,372367.5,72940.6,176107.8,123319.0,556985.1,34567.3,351927.2,168766.0
1995,49,412119.0,75870.7,192495.3,143753.0,595300.6,36827.0,363884.5,190451.8
1996,49,458022.0,78372.7,215738.2,163911.0,645839.3,39607.9,372726.4,212661.5
1997,49,524101.3,75799.2,243305.0,204997.0,708572.7,43925.3,383769.6,260320.3
1998,49,571124.2,57961.1,280720.1,232443.0,750706.0,49969.7,395845.7,290571.9
1999,49,615466.5,73674.1,296850.4,244942.0,779069.8,57690.8,402840.3,300431.8
2000,49,681723.6,72297.0,334637.6,274789.0,829186.6,66172.5,419956.8,327324.6
2001,49,706367.8,82710.3,343314.5,280343.0,846469.9,73160.0,424711.6,330273.8
2002,49,715013.2,112188.6,340364.6,262460.0,849134.0,79135.4,421565.6,306572.8
2003,49,739294.9,107633.1,347687.8,283974.0,858497.4,85995.6,414400.3,325699.3
2004,49,799917.8,106007.3,375345.5,318565.0,905138.8,92646.8,420978.5,355299.4
2005,49,865117.7,104148.4,407516.3,353453.0,948855.4,100519.3,444969.7,383167.7
2006,49,926486.1,107598.6,441652.5,377235.0,979580.8,108243.3,467618.0,395200.8
2007,49,1002364.9,105285.6,476804.3,420275.0,1025599.8,114078.4,488195.0,430309.8
2008,49,1054260.5,134812.8,499986.7,419461.0,1060308.9,119712.4,493377.4,416785.2
2009,49,1003262.3,123676.5,479469.7,400116.0,1003262.3,123676.5,479469.7,400116.0
2010,49,1036152.0,137206.7,485654.3,413291.0,1023531.9,126665.7,472474.3,407971.0
2011,49,1083889.8,131900.4,514037.3,437952.0,1056315.1,129515.0,491097.6,422260.8
2012,49,1130642.3,128251.6,547774.6,454616.0,1086215.9,131218.6,502315.5,432984.1
2013,49,1156019.6,125029.0,565400.7,465590.0,1095763.0,134031.9,512808.4,436866.1
2014,49,1220514.4,137543.0,590485.4,492486.0,1139980.5,136930.0,528431.5,455617.4
1947,50,5089.6,3011.9,458.7,1619.0,66277.4,884.8,105356.2,12306.2
1948,50,5661.1,3333.8,518.3,1809.0,70129.6,916.9,103086.3,12917.7
1949,50,5659.1,3312.9,538.2,1808.0,68043.6,946.5,100279.9,12536.4
1950,50,6307.7,3705.1,596.6,2006.0,73639.6,972.3,103938.9,13531.2
1951,50,7270.4,4255.2,697.1,2318.0,79520.5,999.4,106484.5,14548.4
1952,50,7653.1,4420.8,794.2,2438.0,80042.3,1021.2,104738.9,14633.0
1953,50,8170.9,4673.5,899.4,2598.0,81921.1,1047.4,105130.6,15039.1
1954,50,8089.8,4544.2,972.6,2573.0,78036.8,1086.5,101681.3,14535.9
1955,50,8957.5,5044.9,1078.6,2834.0,83420.3,1134.6,105575.1,15505.8
1956,50,9390.4,5136.0,1273.4,2981.0,83493.4,1199.8,106529.6,15630.2
1957,50,9869.0,5306.1,1435.9,3127.0,84422.8,1264.6,105167.2,15821.7
1958,50,9721.6,5089.4,1544.2,3088.0,81334.9,1314.9,101885.9,15300.8
1959,50,10788.9,5602.5,1777.5,3409.0,87069.9,1361.0,102543.0,16428.1
1960,50,11060.2,5562.9,2003.3,3494.0,87105.8,1418.2,102411.6,16458.6
1961,50,11319.2,5515.7,2224.5,3579.0,88459.8,1489.1,101706.3,16669.8
1962,50,12310.2,5929.9,2510.3,3870.0,94850.5,1564.0,103536.8,17741.7
1963,50,12880.0,6072.8,2741.2,4066.0,100250.2,1642.6,103089.7,18536.6
1964,50,13928.0,6444.0,3099.0,4385.0,106051.5,1727.9,103882.7,19802.2
1965,50,15116.3,6855.6,3497.8,4763.0,114212.7,1825.9,105098.3,21297.6
1966,50,16616.6,7309.8,4063.8,5243.0,123079.7,1910.9,106172.5,22966.4
1967,50,17490.6,7439.7,4547.9,5503.0,124157.8,2021.4,106471.6,23553.3
1968,50,19133.3,8038.6,5068.7,6026.0,131264.3,2125.0,103794.8,24974.1
1969,50,20332.5,7986.8,5926.7,6419.0,135447.9,2241.4,102566.7,25619.6
1970,50,20955.2,7879.2,6438.0,6638.0,133927.6,2368.9,99018.5,25472.0
1971,50,22476.4,8723.4,6645.1,7108.0,138602.4,2515.8,100288.5,26000.4
1972,50,24534.2,9363.8,7419.4,7751.0,148407.5,2688.9,101337.4,27268.3
1973,50,27159.9,9978.7,8547.2,8634.0,160325.9,2880.0,102154.7,28712.0
1974,50,29523.0,10500.5,9687.5,9335.0,151929.5,3085.6,100543.4,29151.8
1975,50,32556.9,11981.1,10311.8,10264.0,149436.2,3279.3,101934.6,29488.3
1976,50,36893.5,13548.5,11654.0,11691.0,161653.5,3444.4,102479.7,31750.9
1977,50,41588.1,15060.3,13420.8,13107.0,172430.7,3604.1,103002.8,33984.1
1978,50,47157.4,15790.1,16629.3,14738.0,181986.8,3799.8,102878.6,36305.9
1979,50,51732.6,15454.6,20180.0,16098.0,183855.4,4068.0,100961.7,37963.4
1980,50,56783.7,15391.4,23867.3,17525.0,180916.8,4402.8,100726.7,38700.2
1981,50,63639.8,16984.5,27816.3,18839.0,178761.1,4798.7,102626.8,38443.8
1982,50,66467.8,15883.8,30879.9,19704.0,179467.2,5210.8,107097.5,37706.7
1983,50,74596.8,17725.5,35153.3,21718.0,195164.9,5516.9,109200.4,38563.2
1984,50,84983.6,18551.6,42105.0,24327.0,216807.2,5983.3,108241.0,41274.9
1985,50,92978.6,19086.9,48313.8,25578.0,230525.3,6501.6,108918.4,41735.5
1986,50,100505.0,19101.2,54316.7,27087.0,245543.1,7003.6,107955.8,42659.4
1987,50,103946.2,14970.0,61398.2,27578.0,249768.4,7503.1,110506.9,42367.7
1988,50,110628.4,13194.2,60166.2,37268.0,252453.4,8079.6,112093.5,55743.7
1989,50,117763.5,15317.9,62424.7,40021.0,273632.3,8700.0,111954.9,58143.9
1990,50,125083.2,23140.2,57378.1,44565.0,287390.1,9236.7,113119.1,62857.9
1991,50,129560.7,8602.7,72483.0,48475.0,277051.6,9784.6,118128.5,66275.2
1992,50,136761.3,11857.0,72734.3,52170.0,270043.5,10758.8,127660.1,69611.1
1993,50,146476.9,11962.2,79976.7,54538.0,271810.5,11937.3,132085.1,71570.3
1994,50,157619.3,12363.8,83511.4,61744.0,285829.6,12461.7,134168.2,79820.1
1995,50,168206.0,14038.9,88783.1,65384.0,291711.0,12903.8,136778.9,82700.7
1996,50,179562.3,13504.8,97899.5,68158.0,299814.0,13792.3,136578.2,84565.4
1997,50,194981.6,18483.2,107067.3,69431.0,322074.3,14742.3,142605.3,84231.3
1998,50,220776.2,20778.8,119080.5,80917.0,345063.7,16356.3,145903.1,96240.4
1999,50,238949.0,22123.1,126894.9,89931.0,356801.1,18628.6,146672.8,104564.9
2000,50,259272.9,23952.8,148072.1,87248.0,361690.8,20644.8,148262.3,99379.2
2001,50,258342.0,25686.7,147483.3,85172.0,365316.2,22216.7,143415.8,96754.5
2002,50,261249.5,26295.6,149108.0,85846.0,364424.3,25521.0,145202.5,97324.4
2003,50,279795.5,29820.5,156265.0,93710.0,381693.9,29652.6,169632.0,104677.0
2004,50,317769.9,33297.5,171746.4,112726.0,391112.1,32664.9,173004.5,123492.0
2005,50,351570.8,38565.3,179146.5,133859.0,414480.2,35636.0,181840.2,142818.0
2006,50,382615.6,40609.6,196039.1,145967.0,425847.3,36618.9,188948.3,151128.0
2007,50,429834.1,54214.2,203452.9,172167.0,443491.4,34592.0,199789.3,174742.7
2008,50,436644.3,53953.0,204868.4,177823.0,443720.9,38284.2,199079.8,175740.5
2009,50,413205.9,43786.1,201258.8,168161.0,413205.9,43786.1,201258.8,168161.0
2010,50,444972.9,62627.9,203481.0,178864.0,439838.2,46699.5,201697.1,176163.4
2011,50,481555.4,53842.2,224746.2,202967.0,471979.4,47962.0,211079.1,196492.6
2012,50,528749.4,54164.4,247837.1,226748.0,513295.1,49811.9,217948.3,217233.2
2013,50,555712.3,56821.6,263305.7,235585.0,534354.5,52152.5,230844.0,222912.4
2014,50,593799.4,59868.6,275917.8,258013.0,575606.4,53757.1,238206.5,240697.3
1947,51,1119.0,545.3,461.4,112.3,7978.2,525.1,29609.4,1042.6
1948,51,1216.0,581.9,520.8,113.3,8169.8,535.6,29242.8,992.2
1949,51,1266.3,634.4,537.9,94.1,8820.6,548.5,29732.0,801.6
1950,51,1448.9,729.7,590.0,129.2,10012.1,572.0,30919.0,1067.0
1951,51,1708.3,847.9,681.7,178.7,11288.3,595.9,30713.1,1366.3
1952,51,1905.6,908.7,772.5,224.4,12887.6,608.7,31227.3,1655.2
1953,51,2135.9,979.4,873.1,283.4,14472.4,627.5,32572.7,2020.4
1954,51,2281.1,1022.0,947.0,312.1,15600.4,655.3,33166.2,2172.6
1955,51,2584.4,1120.6,1044.5,419.3,17814.4,695.9,35660.1,2813.0
1956,51,2961.8,1166.5,1226.2,569.0,19969.1,731.8,38745.2,3650.4
1957,51,3314.4,1234.8,1383.8,695.9,22529.2,769.6,41345.4,4305.5
1958,51,3534.9,1305.8,1485.6,743.5,24183.7,821.3,44163.1,4481.3
1959,51,3991.3,1381.5,1709.7,900.1,26939.2,856.5,46279.3,5272.8
1960,51,4315.0,1371.9,1929.9,1013.1,29390.8,887.1,49851.2,5807.1
1961,51,4686.3,1410.5,2153.5,1122.3,31908.4,924.9,50389.9,6375.1
1962,51,5168.0,1446.3,2434.6,1287.1,35021.9,960.0,50781.5,7209.0
1963,51,5643.9,1561.9,2713.0,1369.0,38289.2,1034.7,51137.8,7602.2
1964,51,6373.0,1650.1,3079.9,1643.0,42394.0,1108.9,52152.0,8989.4
1965,51,7184.6,1752.1,3474.5,1958.0,46803.3,1166.5,55070.8,10555.8
1966,51,8283.5,1878.6,4024.8,2380.0,53159.9,1252.4,57340.3,12519.1
1967,51,9167.4,1914.5,4494.9,2758.0,56230.4,1367.0,60777.5,14170.5
1968,51,9923.3,1915.0,5032.3,2976.0,60470.1,1471.0,66620.8,14764.1
1969,51,11196.5,2108.0,5742.6,3346.0,65414.8,1519.5,72365.4,15935.6
1970,51,12098.2,2086.8,6395.4,3616.0,66580.9,1742.7,73813.7,16473.8
1971,51,12877.8,2400.9,6657.9,3819.0,66629.6,1916.7,75834.1,16720.7
1972,51,14465.8,2757.8,7430.9,4277.0,73548.4,2135.6,80456.9,18199.2
1973,51,16730.3,3213.9,8569.4,4947.0,78832.2,2375.5,84644.4,19876.3
1974,51,19080.5,3823.5,9576.0,5681.0,86050.5,2529.5,86172.5,20317.6
1975,51,20599.9,4132.1,10322.8,6145.0,82214.4,2681.6,88743.0,19961.0
1976,51,23867.9,5055.9,11720.0,7092.0,86327.5,2772.9,91843.0,21679.5
1977,51,28564.2,6480.4,13522.8,8561.0,94752.0,2923.5,96359.1,24679.3
1978,51,33699.9,6931.0,16726.9,10042.0,105879.9,3126.7,101317.0,27205.2
1979,51,40565.0,8123.6,20258.4,12183.0,118032.0,3345.6,108131.5,30572.1
1980,51,46166.0,8444.7,24002.2,13719.0,123623.2,3557.8,112817.0,31152.6
1981,51,53942.9,9410.2,27979.7,16553.0,131462.3,3763.9,117081.5,34446.7
1982,51,57872.7,8712.8,31267.8,17892.0,128638.6,4021.0,120651.1,35684.1
1983,51,66311.1,9333.7,35949.4,21028.0,138212.7,4269.4,130455.4,39723.4
1984,51,78843.4,10897.5,43249.9,24696.0,156984.6,4849.5,144253.2,45170.4
1985,51,88187.4,10898.0,49981.3,27308.0,169184.5,5554.8,150966.8,48463.1
1986,51,97976.9,11188.9,56361.0,30427.0,182527.0,6358.3,165072.0,53063.3
1987,51,109918.4,11745.9,64155.5,34017.0,199789.7,7362.1,179014.0,57678.4
1988,51,130098.2,12552.2,72351.0,45195.0,224327.8,8419.7,187346.7,73578.7
1989,51,147559.1,14493.6,80876.5,52189.0,245381.5,9452.4,201114.2,82550.1
1990,51,165232.4,16452.9,90372.5,58407.0,262162.3,10382.5,210676.4,89466.0
1991,51,168386.8,15803.4,91483.4,61100.0,257686.4,11093.7,208592.0,90613.8
1992,51,181698.3,18448.6,100523.7,62726.0,266273.3,11795.2,212671.5,90583.0
1993,51,192793.3,18520.4,107149.9,67123.0,276225.1,12756.1,234052.3,94869.5
1994,51,214703.1,21139.8,116359.2,77204.0,298270.8,13935.7,246925.7,106996.0
1995,51,242792.2,20699.7,131870.5,90222.0,327973.2,15311.6,265205.3,120907.0
1996,51,273041.6,22437.4,148676.1,101928.0,359059.2,16881.1,285797.3,133439.8
1997,51,308109.5,25840.8,166055.7,116213.0,395401.8,18887.0,296796.7,149649.1
1998,51,351345.0,17315.8,189825.3,144204.0,438406.4,22595.0,316247.8,184489.0
1999,51,383779.2,21921.3,203719.9,158138.0,465305.5,27941.6,323937.3,197164.8
2000,51,421382.4,22064.3,231872.1,167446.0,491413.2,34495.1,337049.1,200121.9
2001,51,416615.3,26243.6,238547.7,151824.0,477481.1,39807.3,329519.4,180461.4
2002,51,412031.8,28525.4,239431.4,144075.0,466857.5,45167.3,325872.6,169557.9
2003,51,432289.7,39894.7,246638.0,145757.0,489422.8,50128.7,297392.6,168425.4
2004,51,467284.5,45454.6,266351.9,155478.0,513342.7,55732.5,303145.1,174745.4
2005,51,510723.2,57022.3,287085.8,166615.0,551784.8,60473.5,318148.5,180794.7
2006,51,546554.1,59084.8,305701.3,181768.0,573387.4,64311.1,329378.7,190548.5
2007,51,585734.5,65749.4,326116.1,193869.0,598260.4,67023.5,344365.2,199281.5
2008,51,599554.1,70222.6,328829.4,200502.0,600635.8,68004.1,332065.8,198173.5
2009,51,555748.9,69715.2,304028.7,182005.0,555748.9,69715.2,304028.7,182005.0
2010,51,585774.3,75715.9,315430.4,194628.0,586730.2,71958.9,313888.6,191119.0
2011,51,625512.5,79701.2,335034.3,210777.0,620663.3,73404.7,326491.7,202112.4
2012,51,658255.6,81830.1,354753.6,221672.0,646136.1,75289.8,337132.6,209869.0
2013,51,684668.4,83924.0,366980.4,233764.0,662506.9,77497.2,348981.8,218144.8
2014,51,744674.9,90179.5,385425.4,269070.0,708924.7,80478.1,362952.4,248009.1
1947,52,927.9,243.9,63.2,620.7,5752.7,1989.7,4095.2,6225.1
1948,52,1013.9,266.0,72.3,675.7,5923.7,2037.2,4048.1,6388.9
1949,52,1098.7,285.5,74.3,738.9,6655.1,2110.0,4088.1,6735.3
1950,52,1218.2,324.8,79.7,813.8,7320.1,2167.9,4094.6,7225.4
1951,52,1381.0,374.2,92.5,914.3,7934.8,2228.8,4218.7,7492.2
1952,52,1487.9,409.5,103.7,974.6,8749.4,2269.2,4347.3,7763.3
1953,52,1605.7,449.5,117.7,1038.6,9459.7,2385.9,4585.5,8055.2
1954,52,1686.6,476.9,127.7,1081.9,10028.6,2413.4,4763.5,8262.6
1955,52,1786.5,524.3,141.5,1120.7,10705.5,2467.2,5191.1,8317.6
1956,52,1879.4,574.2,165.2,1140.0,11014.7,2532.1,5710.0,8128.0
1957,52,1992.0,622.9,187.0,1182.1,11769.9,2602.5,6107.3,8141.5
1958,52,2115.7,664.6,198.5,1252.6,12581.5,2642.6,6511.2,8484.7
1959,52,2199.6,728.2,227.5,1243.9,12903.2,2691.7,6937.6,8273.3
